method,feat,seq_id,-xent@16,acc 8/16,acc 1/16
permute,bioclim_cand[17],118,-0.9093949,0.7366667,0.21333334
permute,bioclim_cand[17],119,-0.8912627,0.7530488,0.19207317
permute,bioclim_cand[17],120,-0.9401961,0.7137255,0.16470589
permute,bioclim_cand[17],121,-0.9536126,0.6698718,0.10897436
permute,bioclim_cand[17],122,-0.8089474,0.8545455,0.28484848
permute,bioclim_cand[17],123,-0.89648336,0.7815126,0.15126051
permute,bioclim_cand[17],124,-0.936195,0.74380165,0.11570248
permute,bioclim_cand[17],125,-0.968482,0.63225806,0.14838709
permute,bioclim_cand[17],126,-0.96189696,0.67479676,0.10569106
permute,bioclim_cand[17],127,-0.8242648,0.86470586,0.24117647
permute,bioclim_cand[17],128,-0.67231494,0.9126984,0.31746033
permute,bioclim_cand[17],129,-0.7884367,0.8526012,0.28323698
permute,bioclim_cand[17],130,-0.93439883,0.72064775,0.12955466
permute,bioclim_cand[17],131,-0.8070028,0.776,0.246
permute,bioclim_cand[17],132,-0.87234837,0.76153845,0.16153847
permute,bioclim_cand[17],133,-0.7143271,0.8581081,0.4054054
permute,bioclim_cand[17],134,-0.55814326,0.948553,0.43729904
permute,bioclim_cand[17],135,-0.66054004,0.9279279,0.38963965
permute,bioclim_cand[17],136,-0.5438712,0.946,0.496
permute,bioclim_cand[17],137,-0.33582202,0.9574468,0.7659575
permute,bioclim_cand[17],138,-0.7553928,0.9188544,0.2887828
permute,bioclim_cand[17],139,-0.95617896,0.656,0.138
permute,bioclim_cand[17],140,-0.9359301,0.75,0.132
permute,bioclim_cand[17],141,-0.9277955,0.72897196,0.13707165
permute,bioclim_cand[17],142,-0.9876168,0.61650485,0.0776699
permute,bioclim_cand[17],143,-1.0000795,0.6296296,0.096296296
permute,bioclim_cand[17],144,-0.9216988,0.7723577,0.13414635
permute,bioclim_cand[17],145,-0.95489305,0.67391306,0.13043478
permute,bioclim_cand[17],146,-0.99323237,0.608871,0.10080645
permute,bioclim_cand[17],147,-0.9874722,0.59761906,0.09047619
permute,bioclim_cand[17],148,-0.9545499,0.664,0.152
permute,bioclim_cand[17],149,-0.98945796,0.604,0.104
permute,bioclim_cand[17],150,-0.9618194,0.6594203,0.12801932
median,bioclim_cand[17],0,-0.66557115,0.8741866,0.38611713
median,bioclim_cand[17],1,-0.7379124,0.8595745,0.4212766
median,bioclim_cand[17],2,-0.68874687,0.9404762,0.42857143
median,bioclim_cand[17],3,-0.90116006,0.7094017,0.1923077
median,bioclim_cand[17],4,-0.8621312,0.779661,0.16525424
median,bioclim_cand[17],5,-0.83134866,0.795082,0.18442623
median,bioclim_cand[17],6,-0.88524735,0.7704918,0.14344262
median,bioclim_cand[17],7,-0.8836249,0.8114754,0.19262294
median,bioclim_cand[17],8,-0.82846653,0.7474227,0.2113402
median,bioclim_cand[17],9,-0.8477705,0.7111111,0.21111111
median,bioclim_cand[17],10,-0.85583216,0.7866109,0.22175732
median,bioclim_cand[17],11,-0.54615724,0.94699645,0.3745583
median,bioclim_cand[17],12,-0.92297345,0.7242798,0.17283951
median,bioclim_cand[17],13,-0.93437886,0.668,0.068
median,bioclim_cand[17],14,-0.8999032,0.792,0.192
median,bioclim_cand[17],15,-0.89122134,0.7430168,0.22346368
median,bioclim_cand[17],16,-0.86006016,0.71513355,0.28486648
median,bioclim_cand[17],17,-0.7606541,0.93782383,0.24870466
median,bioclim_cand[17],18,-0.89671075,0.789272,0.21072797
median,bioclim_cand[17],19,-0.91233546,0.7823276,0.20043103
median,bioclim_cand[17],20,-0.8960569,0.7791878,0.13197969
median,bioclim_cand[17],21,-1.0225861,0.71,0.112
median,bioclim_cand[17],22,-0.9296126,0.76363635,0.18181819
median,bioclim_cand[17],23,-0.9707809,0.66328603,0.13995942
median,bioclim_cand[17],24,-0.8689865,0.85897434,0.0982906
median,bioclim_cand[17],25,-0.92454237,0.7472119,0.15613383
median,bioclim_cand[17],26,-0.9678673,0.75139666,0.11731844
median,bioclim_cand[17],27,-0.87619966,0.8530806,0.123222746
median,bioclim_cand[17],28,-0.8187915,0.8041958,0.23776224
median,bioclim_cand[17],29,-0.6424125,0.9237057,0.34604904
median,bioclim_cand[17],30,-0.7893729,0.836,0.286
median,bioclim_cand[17],31,-0.8011681,0.93,0.17
median,bioclim_cand[17],32,-0.8443641,0.8483146,0.23033708
median,bioclim_cand[17],33,-0.7122883,0.83516484,0.2857143
median,bioclim_cand[17],34,-0.62559,0.9300699,0.3986014
median,bioclim_cand[17],35,-0.8668019,0.8433735,0.18674698
median,bioclim_cand[17],36,-1.0043789,0.6421053,0.10526316
median,bioclim_cand[17],37,-0.9890103,0.5323741,0.02877698
median,bioclim_cand[17],38,-0.9996273,0.56112224,0.078156315
median,bioclim_cand[17],39,-0.99972844,0.44444445,0.07936508
median,bioclim_cand[17],40,-0.99923366,0.512,0.062
median,bioclim_cand[17],41,-1.0001618,0.49285713,0.071428575
median,bioclim_cand[17],42,-0.99968076,0.5116279,0.054263566
median,bioclim_cand[17],43,-0.90325725,0.75,0.16666667
median,bioclim_cand[17],44,-0.8914268,0.71666664,0.18333334
median,bioclim_cand[17],45,-0.9614074,0.6620879,0.1401099
median,bioclim_cand[17],46,-0.96232814,0.73333335,0.071428575
median,bioclim_cand[17],47,-0.94862723,0.72431076,0.05263158
median,bioclim_cand[17],48,-1.0063491,0.5783784,0.043243244
median,bioclim_cand[17],49,-0.96998334,0.5824176,0.20604396
median,bioclim_cand[17],50,-0.9606285,0.63432837,0.1716418
median,bioclim_cand[17],51,-0.9429427,0.6758621,0.17586207
median,bioclim_cand[17],52,-0.96206003,0.715,0.1
median,bioclim_cand[17],53,-0.984988,0.58677685,0.08264463
median,bioclim_cand[17],54,-0.6738717,0.884,0.384
median,bioclim_cand[17],55,-0.66491437,0.9,0.42
median,bioclim_cand[17],56,-0.75601536,0.838,0.332
median,bioclim_cand[17],57,-0.68002474,0.872,0.394
median,bioclim_cand[17],58,-0.63727164,0.916,0.332
median,bioclim_cand[17],59,-0.7359377,0.88,0.48
median,bioclim_cand[17],60,-0.58100665,0.94779116,0.3253012
median,bioclim_cand[17],61,-0.62454665,0.95454544,0.28787878
median,bioclim_cand[17],62,-0.60405266,0.94160587,0.3138686
median,bioclim_cand[17],63,-0.58836323,0.9503106,0.35403726
median,bioclim_cand[17],64,-0.7790526,0.74285716,0.34285715
median,bioclim_cand[17],65,-0.66157407,0.9785714,0.275
median,bioclim_cand[17],66,-0.5892777,0.87974685,0.48101267
median,bioclim_cand[17],67,-0.698618,0.96825397,0.30952382
median,bioclim_cand[17],68,-0.6704711,1.0,0.41129032
median,bioclim_cand[17],69,-0.8027508,0.832,0.32
median,bioclim_cand[17],70,-0.74577063,0.90636706,0.5168539
median,bioclim_cand[17],71,-0.94531554,0.7596372,0.21315193
median,bioclim_cand[17],72,-0.60975915,0.9461078,0.39820358
median,bioclim_cand[17],73,-0.83162737,0.83832335,0.1736527
median,bioclim_cand[17],74,-0.5729505,0.98203593,0.251497
median,bioclim_cand[17],75,-0.9990669,0.47940075,0.06741573
median,bioclim_cand[17],76,-0.99742377,0.4979757,0.0708502
median,bioclim_cand[17],77,-0.9986442,0.5,0.04945055
median,bioclim_cand[17],78,-0.99689513,0.43065694,0.08029197
median,bioclim_cand[17],79,-1.0029141,0.5084175,0.09427609
median,bioclim_cand[17],80,-0.99750966,0.5339806,0.048543688
median,bioclim_cand[17],81,-0.998892,0.476,0.072
median,bioclim_cand[17],82,-0.9980747,0.524,0.054
median,bioclim_cand[17],83,-0.98333335,0.61139894,0.09326425
median,bioclim_cand[17],84,-0.7657959,0.88596493,0.25877193
median,bioclim_cand[17],85,-0.9622773,0.7013889,0.1875
median,bioclim_cand[17],86,-0.6439787,0.921875,0.5078125
median,bioclim_cand[17],87,-1.0606053,0.5507246,0.18115942
median,bioclim_cand[17],88,-1.0413879,0.622093,0.15697674
median,bioclim_cand[17],89,-0.8099002,0.8787879,0.31060606
median,bioclim_cand[17],90,-1.2046198,0.6585366,0.07317073
median,bioclim_cand[17],91,-0.6629942,0.8153846,0.33846155
median,bioclim_cand[17],92,-0.9247048,0.70914125,0.17451523
median,bioclim_cand[17],93,-0.92977905,0.7579618,0.21019109
median,bioclim_cand[17],94,-0.99186325,0.5657143,0.074285716
median,bioclim_cand[17],95,-0.96843356,0.6536585,0.10243902
median,bioclim_cand[17],96,-1.0012738,0.59310347,0.062068965
median,bioclim_cand[17],97,-0.9950232,0.6,0.083333336
median,bioclim_cand[17],98,-0.97402066,0.6571429,0.16571428
median,bioclim_cand[17],99,-1.0030339,0.5061425,0.1031941
median,bioclim_cand[17],100,-1.0145872,0.53977275,0.0625
median,bioclim_cand[17],101,-1.005851,0.5827338,0.107913665
median,bioclim_cand[17],102,-0.6608448,0.9115385,0.41923076
median,bioclim_cand[17],103,-0.6486506,0.84347826,0.4173913
median,bioclim_cand[17],104,-0.6602153,0.9366197,0.35211268
median,bioclim_cand[17],105,-0.703192,0.81463414,0.3512195
median,bioclim_cand[17],106,-0.7343009,0.8712121,0.33333334
median,bioclim_cand[17],107,-0.60091156,0.77310926,0.5042017
median,bioclim_cand[17],108,-0.6584484,0.8862974,0.37317786
median,bioclim_cand[17],109,-0.63718367,0.83295196,0.44851258
median,bioclim_cand[17],110,-0.805925,0.82835823,0.3283582
median,bioclim_cand[17],111,-0.639161,0.82312924,0.43537414
median,bioclim_cand[17],112,-0.6806426,0.8637993,0.3655914
median,bioclim_cand[17],113,-0.8150731,0.87,0.284
median,bioclim_cand[17],114,-0.80103976,0.86,0.222
median,bioclim_cand[17],115,-0.814732,0.85638297,0.2712766
median,bioclim_cand[17],116,-0.9076504,0.7379679,0.22994652
median,bioclim_cand[17],117,-0.8816867,0.7364341,0.18604651
median,bioclim_cand[17],118,-0.9066752,0.73333335,0.21666667
median,bioclim_cand[17],119,-0.89132357,0.7621951,0.19207317
median,bioclim_cand[17],120,-0.9397824,0.7137255,0.17254902
median,bioclim_cand[17],121,-0.9530751,0.67948717,0.102564104
median,bioclim_cand[17],122,-0.8093136,0.8242424,0.2969697
median,bioclim_cand[17],123,-0.8995381,0.7815126,0.15126051
median,bioclim_cand[17],124,-0.93412054,0.75206614,0.1322314
median,bioclim_cand[17],125,-0.9699783,0.61935484,0.13870968
median,bioclim_cand[17],126,-0.9614234,0.6666667,0.10569106
median,bioclim_cand[17],127,-0.82477725,0.87647057,0.2647059
median,bioclim_cand[17],128,-0.6635659,0.9126984,0.2777778
median,bioclim_cand[17],129,-0.78637975,0.8410405,0.27456647
median,bioclim_cand[17],130,-0.9344922,0.7287449,0.12955466
median,bioclim_cand[17],131,-0.8054675,0.776,0.25
median,bioclim_cand[17],132,-0.87189925,0.77692306,0.16153847
median,bioclim_cand[17],133,-0.7133467,0.8513514,0.41216215
median,bioclim_cand[17],134,-0.5505286,0.9453376,0.44051448
median,bioclim_cand[17],135,-0.6368363,0.9256757,0.4189189
median,bioclim_cand[17],136,-0.53755337,0.942,0.514
median,bioclim_cand[17],137,-0.3328344,0.9574468,0.7659575
median,bioclim_cand[17],138,-0.7230592,0.9236277,0.33890215
median,bioclim_cand[17],139,-0.95626646,0.662,0.15
median,bioclim_cand[17],140,-0.9359209,0.746,0.142
median,bioclim_cand[17],141,-0.9275394,0.7227414,0.14018692
median,bioclim_cand[17],142,-0.9876532,0.61650485,0.0776699
median,bioclim_cand[17],143,-1.0000558,0.62222224,0.096296296
median,bioclim_cand[17],144,-0.9217878,0.7723577,0.1300813
median,bioclim_cand[17],145,-0.95512855,0.6666667,0.123188406
median,bioclim_cand[17],146,-0.9931102,0.61290324,0.09677419
median,bioclim_cand[17],147,-0.9874652,0.5952381,0.09047619
median,bioclim_cand[17],148,-0.9545609,0.668,0.152
median,bioclim_cand[17],149,-0.9894663,0.602,0.104
median,bioclim_cand[17],150,-0.961855,0.6594203,0.12801932
permute,bioclim_cand[18],0,-0.6658189,0.87635577,0.38394794
permute,bioclim_cand[18],1,-0.7568023,0.81276596,0.3617021
permute,bioclim_cand[18],2,-0.67805916,0.92460316,0.41666666
permute,bioclim_cand[18],3,-0.90036076,0.71581197,0.1965812
permute,bioclim_cand[18],4,-0.84992033,0.7966102,0.16949153
permute,bioclim_cand[18],5,-0.8241218,0.8032787,0.20081967
permute,bioclim_cand[18],6,-0.87442327,0.7991803,0.14344262
permute,bioclim_cand[18],7,-0.87398356,0.8196721,0.20491803
permute,bioclim_cand[18],8,-0.830988,0.72164947,0.18041237
permute,bioclim_cand[18],9,-0.847591,0.68333334,0.2
permute,bioclim_cand[18],10,-0.8454489,0.7949791,0.21338913
permute,bioclim_cand[18],11,-0.54690206,0.9399293,0.3745583
permute,bioclim_cand[18],12,-0.92185646,0.71193415,0.16049382
permute,bioclim_cand[18],13,-0.93329597,0.668,0.076
permute,bioclim_cand[18],14,-0.9005885,0.784,0.192
permute,bioclim_cand[18],15,-0.8855116,0.75418997,0.24022347
permute,bioclim_cand[18],16,-0.85433406,0.7240356,0.28486648
permute,bioclim_cand[18],17,-0.7564286,0.93264246,0.253886
permute,bioclim_cand[18],18,-0.91474587,0.8084291,0.1954023
permute,bioclim_cand[18],19,-0.91737866,0.7521552,0.16810344
permute,bioclim_cand[18],20,-0.9079601,0.78680205,0.13451776
permute,bioclim_cand[18],21,-0.9806154,0.69,0.122
permute,bioclim_cand[18],22,-0.93715966,0.7090909,0.10909091
permute,bioclim_cand[18],23,-0.9546948,0.6754564,0.14807302
permute,bioclim_cand[18],24,-0.86871064,0.8632479,0.094017096
permute,bioclim_cand[18],25,-0.91241825,0.7583643,0.15241636
permute,bioclim_cand[18],26,-0.99100703,0.7206704,0.12290503
permute,bioclim_cand[18],27,-0.8757184,0.8578199,0.13744076
permute,bioclim_cand[18],28,-0.8213136,0.8251748,0.25174826
permute,bioclim_cand[18],29,-0.6395036,0.9318801,0.35967302
permute,bioclim_cand[18],30,-0.7883604,0.844,0.278
permute,bioclim_cand[18],31,-0.8064665,0.9,0.15
permute,bioclim_cand[18],32,-0.8428669,0.83707863,0.21910113
permute,bioclim_cand[18],33,-0.7143814,0.83516484,0.2967033
permute,bioclim_cand[18],34,-0.62958646,0.94055945,0.3951049
permute,bioclim_cand[18],35,-0.8743561,0.8072289,0.19277108
permute,bioclim_cand[18],36,-1.0044427,0.6421053,0.11578947
permute,bioclim_cand[18],37,-0.98906,0.53956836,0.02877698
permute,bioclim_cand[18],38,-0.9998162,0.54709417,0.0761523
permute,bioclim_cand[18],39,-0.9997378,0.44444445,0.071428575
permute,bioclim_cand[18],40,-0.9992143,0.518,0.06
permute,bioclim_cand[18],41,-1.0001554,0.49285713,0.071428575
permute,bioclim_cand[18],42,-0.9997154,0.48062015,0.054263566
permute,bioclim_cand[18],43,-0.9038516,0.7361111,0.15972222
permute,bioclim_cand[18],44,-0.8891119,0.71666664,0.19166666
permute,bioclim_cand[18],45,-0.9593788,0.64835167,0.14835165
permute,bioclim_cand[18],46,-0.96409345,0.72380954,0.06666667
permute,bioclim_cand[18],47,-0.9495086,0.71428573,0.04761905
permute,bioclim_cand[18],48,-0.998351,0.5891892,0.09189189
permute,bioclim_cand[18],49,-0.9678112,0.60164833,0.20054945
permute,bioclim_cand[18],50,-0.96172947,0.6467662,0.16666667
permute,bioclim_cand[18],51,-0.94187474,0.6862069,0.16206896
permute,bioclim_cand[18],52,-0.95921934,0.7225,0.0975
permute,bioclim_cand[18],53,-0.9832236,0.58677685,0.10743801
permute,bioclim_cand[18],54,-0.6704573,0.88,0.39
permute,bioclim_cand[18],55,-0.659414,0.9,0.428
permute,bioclim_cand[18],56,-0.75455755,0.838,0.328
permute,bioclim_cand[18],57,-0.6795679,0.872,0.384
permute,bioclim_cand[18],58,-0.63792914,0.92,0.32
permute,bioclim_cand[18],59,-0.73525184,0.88,0.52
permute,bioclim_cand[18],60,-0.5806041,0.95983934,0.34136546
permute,bioclim_cand[18],61,-0.6230017,0.95454544,0.28030303
permute,bioclim_cand[18],62,-0.60249925,0.96350366,0.29927006
permute,bioclim_cand[18],63,-0.58827627,0.9503106,0.3416149
permute,bioclim_cand[18],64,-0.7774348,0.75714284,0.34285715
permute,bioclim_cand[18],65,-0.68360496,0.975,0.25
permute,bioclim_cand[18],66,-0.5866973,0.886076,0.48101267
permute,bioclim_cand[18],67,-0.7267302,0.96031743,0.2777778
permute,bioclim_cand[18],68,-0.67886615,1.0,0.2983871
permute,bioclim_cand[18],69,-0.8025527,0.832,0.316
permute,bioclim_cand[18],70,-0.74652845,0.90262175,0.5280899
permute,bioclim_cand[18],71,-0.94479924,0.7641723,0.22675736
permute,bioclim_cand[18],72,-0.61003923,0.94311374,0.41317365
permute,bioclim_cand[18],73,-0.83111954,0.84431136,0.19461077
permute,bioclim_cand[18],74,-0.5735407,0.98802394,0.26946107
permute,bioclim_cand[18],75,-0.99909705,0.47565544,0.06741573
permute,bioclim_cand[18],76,-0.99740475,0.5,0.0708502
permute,bioclim_cand[18],77,-0.998649,0.489011,0.04945055
permute,bioclim_cand[18],78,-0.996919,0.40875912,0.0729927
permute,bioclim_cand[18],79,-1.0028399,0.5084175,0.09427609
permute,bioclim_cand[18],80,-0.99754524,0.5291262,0.04368932
permute,bioclim_cand[18],81,-0.9989165,0.476,0.076
permute,bioclim_cand[18],82,-0.9980758,0.524,0.054
permute,bioclim_cand[18],83,-0.9833062,0.6217617,0.098445594
permute,bioclim_cand[18],84,-0.76756054,0.8815789,0.25
permute,bioclim_cand[18],85,-0.9607635,0.7083333,0.1875
permute,bioclim_cand[18],86,-0.6427106,0.921875,0.515625
permute,bioclim_cand[18],87,-1.0592552,0.5507246,0.18115942
permute,bioclim_cand[18],88,-1.0398585,0.63372093,0.15697674
permute,bioclim_cand[18],89,-0.8167842,0.8787879,0.29545453
permute,bioclim_cand[18],90,-1.2033848,0.6504065,0.07317073
permute,bioclim_cand[18],91,-0.6611424,0.82564104,0.35384616
permute,bioclim_cand[18],92,-0.92513716,0.7036011,0.17174515
permute,bioclim_cand[18],93,-0.9314122,0.7324841,0.19745223
permute,bioclim_cand[18],94,-0.9917136,0.5885714,0.068571426
permute,bioclim_cand[18],95,-0.9695429,0.6292683,0.087804876
permute,bioclim_cand[18],96,-1.001485,0.6,0.07586207
permute,bioclim_cand[18],97,-0.9950853,0.59166664,0.083333336
permute,bioclim_cand[18],98,-0.97341377,0.6457143,0.18285714
permute,bioclim_cand[18],99,-1.0027908,0.5036855,0.1031941
permute,bioclim_cand[18],100,-1.0141604,0.53409094,0.06818182
permute,bioclim_cand[18],101,-1.0059181,0.5683453,0.10071942
permute,bioclim_cand[18],102,-0.66150266,0.9115385,0.41923076
permute,bioclim_cand[18],103,-0.6482806,0.8521739,0.41304347
permute,bioclim_cand[18],104,-0.6598094,0.9366197,0.34507042
permute,bioclim_cand[18],105,-0.7032025,0.8097561,0.35609755
permute,bioclim_cand[18],106,-0.73198587,0.8712121,0.32575756
permute,bioclim_cand[18],107,-0.60057473,0.77310926,0.49579832
permute,bioclim_cand[18],108,-0.65926063,0.8833819,0.38483965
permute,bioclim_cand[18],109,-0.6382836,0.8283753,0.44851258
permute,bioclim_cand[18],110,-0.8076127,0.8208955,0.32089552
permute,bioclim_cand[18],111,-0.6396902,0.82312924,0.42857143
permute,bioclim_cand[18],112,-0.68097484,0.87096775,0.3655914
permute,bioclim_cand[18],113,-0.812678,0.86,0.274
permute,bioclim_cand[18],114,-0.80011314,0.854,0.226
permute,bioclim_cand[18],115,-0.8161004,0.85638297,0.25531915
permute,bioclim_cand[18],116,-0.9062069,0.7326203,0.22459893
permute,bioclim_cand[18],117,-0.880725,0.7364341,0.18217054
permute,bioclim_cand[18],118,-0.9052521,0.74666667,0.23333333
permute,bioclim_cand[18],119,-0.88967717,0.77134144,0.18597561
permute,bioclim_cand[18],120,-0.937994,0.7058824,0.17254902
permute,bioclim_cand[18],121,-0.9568814,0.6602564,0.099358976
permute,bioclim_cand[18],122,-0.80864036,0.8181818,0.3090909
permute,bioclim_cand[18],123,-0.8990639,0.77310926,0.15966387
permute,bioclim_cand[18],124,-0.93562853,0.75206614,0.12396694
permute,bioclim_cand[18],125,-0.97392994,0.60645163,0.15161291
permute,bioclim_cand[18],126,-0.9624445,0.6666667,0.10569106
permute,bioclim_cand[18],127,-0.824823,0.87058824,0.27058825
permute,bioclim_cand[18],128,-0.662769,0.9126984,0.30952382
permute,bioclim_cand[18],129,-0.78644484,0.83815026,0.27745664
permute,bioclim_cand[18],130,-0.9346189,0.72469634,0.12550607
permute,bioclim_cand[18],131,-0.8049732,0.784,0.244
permute,bioclim_cand[18],132,-0.8713499,0.77692306,0.16153847
permute,bioclim_cand[18],133,-0.71295846,0.8513514,0.41216215
permute,bioclim_cand[18],134,-0.53963137,0.9517685,0.45659164
permute,bioclim_cand[18],135,-0.6057658,0.9346847,0.44594595
permute,bioclim_cand[18],136,-0.5322231,0.944,0.502
permute,bioclim_cand[18],137,-0.333713,0.9574468,0.7659575
permute,bioclim_cand[18],138,-0.7251754,0.9236277,0.31026253
permute,bioclim_cand[18],139,-0.95591766,0.664,0.16
permute,bioclim_cand[18],140,-0.9376216,0.738,0.134
permute,bioclim_cand[18],141,-0.92796427,0.73208725,0.13084112
permute,bioclim_cand[18],142,-0.98762786,0.61165047,0.08252427
permute,bioclim_cand[18],143,-1.0003353,0.6296296,0.096296296
permute,bioclim_cand[18],144,-0.9216369,0.7723577,0.1300813
permute,bioclim_cand[18],145,-0.9549943,0.6666667,0.13043478
permute,bioclim_cand[18],146,-0.99280274,0.6048387,0.09677419
permute,bioclim_cand[18],147,-0.98742545,0.60238093,0.09047619
permute,bioclim_cand[18],148,-0.9543897,0.664,0.156
permute,bioclim_cand[18],149,-0.9896367,0.606,0.102
permute,bioclim_cand[18],150,-0.96175426,0.65700483,0.12801932
median,bioclim_cand[18],0,-0.6660269,0.87852496,0.38611713
median,bioclim_cand[18],1,-0.7564594,0.80851066,0.3531915
median,bioclim_cand[18],2,-0.6767316,0.9206349,0.4563492
median,bioclim_cand[18],3,-0.8977008,0.7222222,0.1965812
median,bioclim_cand[18],4,-0.85038966,0.7711864,0.16101696
median,bioclim_cand[18],5,-0.8240792,0.795082,0.18852459
median,bioclim_cand[18],6,-0.8747226,0.7991803,0.13934426
median,bioclim_cand[18],7,-0.87389505,0.8196721,0.20081967
median,bioclim_cand[18],8,-0.83086526,0.7113402,0.19072165
median,bioclim_cand[18],9,-0.8476183,0.68333334,0.2
median,bioclim_cand[18],10,-0.8444697,0.79916316,0.22175732
median,bioclim_cand[18],11,-0.5463527,0.94699645,0.3745583
median,bioclim_cand[18],12,-0.9224137,0.7366255,0.17695473
median,bioclim_cand[18],13,-0.93382317,0.668,0.068
median,bioclim_cand[18],14,-0.9043389,0.768,0.16
median,bioclim_cand[18],15,-0.88463444,0.75977653,0.23463687
median,bioclim_cand[18],16,-0.8539713,0.72106826,0.2908012
median,bioclim_cand[18],17,-0.7587444,0.93782383,0.24870466
median,bioclim_cand[18],18,-0.91542745,0.79693484,0.20689656
median,bioclim_cand[18],19,-0.9165508,0.7586207,0.18103448
median,bioclim_cand[18],20,-0.90717775,0.7766498,0.13959391
median,bioclim_cand[18],21,-0.9804292,0.7,0.126
median,bioclim_cand[18],22,-0.9364777,0.72727275,0.14545454
median,bioclim_cand[18],23,-0.95427847,0.68154156,0.14807302
median,bioclim_cand[18],24,-0.868825,0.86752135,0.094017096
median,bioclim_cand[18],25,-0.9123352,0.7620818,0.14869888
median,bioclim_cand[18],26,-0.9899631,0.7318436,0.11452514
median,bioclim_cand[18],27,-0.8754433,0.8578199,0.12796208
median,bioclim_cand[18],28,-0.82022405,0.8251748,0.24475524
median,bioclim_cand[18],29,-0.64015275,0.9237057,0.35149863
median,bioclim_cand[18],30,-0.7878453,0.832,0.288
median,bioclim_cand[18],31,-0.7999853,0.94,0.16
median,bioclim_cand[18],32,-0.8416656,0.83707863,0.2247191
median,bioclim_cand[18],33,-0.7132009,0.83516484,0.2802198
median,bioclim_cand[18],34,-0.62934375,0.93356645,0.3881119
median,bioclim_cand[18],35,-0.87073725,0.82530123,0.19277108
median,bioclim_cand[18],36,-1.0044566,0.6421053,0.11578947
median,bioclim_cand[18],37,-0.9890557,0.5323741,0.02877698
median,bioclim_cand[18],38,-0.9998126,0.5591182,0.0761523
median,bioclim_cand[18],39,-0.99974287,0.44444445,0.071428575
median,bioclim_cand[18],40,-0.999213,0.514,0.06
median,bioclim_cand[18],41,-1.0001547,0.49285713,0.071428575
median,bioclim_cand[18],42,-0.9997097,0.50775194,0.054263566
median,bioclim_cand[18],43,-0.9002466,0.75,0.1736111
median,bioclim_cand[18],44,-0.8912296,0.68333334,0.2
median,bioclim_cand[18],45,-0.9591024,0.6510989,0.14835165
median,bioclim_cand[18],46,-0.96372294,0.7190476,0.07619048
median,bioclim_cand[18],47,-0.94968754,0.7293233,0.04761905
median,bioclim_cand[18],48,-0.9959984,0.5891892,0.07027027
median,bioclim_cand[18],49,-0.9687105,0.5879121,0.2032967
median,bioclim_cand[18],50,-0.95960176,0.6318408,0.17412935
median,bioclim_cand[18],51,-0.9415605,0.6793103,0.17586207
median,bioclim_cand[18],52,-0.95896775,0.7225,0.1075
median,bioclim_cand[18],53,-0.9832585,0.58677685,0.10743801
median,bioclim_cand[18],54,-0.6696777,0.878,0.394
median,bioclim_cand[18],55,-0.65970945,0.902,0.424
median,bioclim_cand[18],56,-0.75449747,0.838,0.33
median,bioclim_cand[18],57,-0.67933357,0.872,0.384
median,bioclim_cand[18],58,-0.63792217,0.914,0.32
median,bioclim_cand[18],59,-0.732544,0.88,0.50666666
median,bioclim_cand[18],60,-0.5807379,0.9518072,0.32128513
median,bioclim_cand[18],61,-0.62274,0.95454544,0.29545453
median,bioclim_cand[18],62,-0.6033998,0.9489051,0.30656934
median,bioclim_cand[18],63,-0.5892464,0.9503106,0.3478261
median,bioclim_cand[18],64,-0.7785936,0.74285716,0.35
median,bioclim_cand[18],65,-0.6610923,0.9785714,0.2607143
median,bioclim_cand[18],66,-0.58732027,0.8924051,0.48101267
median,bioclim_cand[18],67,-0.7003668,0.96825397,0.34920636
median,bioclim_cand[18],68,-0.6701964,1.0,0.45967743
median,bioclim_cand[18],69,-0.80288935,0.832,0.324
median,bioclim_cand[18],70,-0.7460014,0.90262175,0.52059925
median,bioclim_cand[18],71,-0.9449675,0.7596372,0.21768707
median,bioclim_cand[18],72,-0.6103296,0.94311374,0.41616768
median,bioclim_cand[18],73,-0.83130723,0.84131736,0.18263473
median,bioclim_cand[18],74,-0.57436985,0.98802394,0.251497
median,bioclim_cand[18],75,-0.99909544,0.47191012,0.06741573
median,bioclim_cand[18],76,-0.9974024,0.4979757,0.0708502
median,bioclim_cand[18],77,-0.99864405,0.5,0.04945055
median,bioclim_cand[18],78,-0.9969148,0.42335767,0.08029197
median,bioclim_cand[18],79,-1.0028427,0.5117845,0.09427609
median,bioclim_cand[18],80,-0.9975463,0.5388349,0.04368932
median,bioclim_cand[18],81,-0.99891925,0.476,0.072
median,bioclim_cand[18],82,-0.99807805,0.526,0.054
median,bioclim_cand[18],83,-0.98332775,0.61139894,0.0880829
median,bioclim_cand[18],84,-0.76735836,0.877193,0.25
median,bioclim_cand[18],85,-0.9608898,0.7083333,0.1875
median,bioclim_cand[18],86,-0.6427048,0.921875,0.5078125
median,bioclim_cand[18],87,-1.0593414,0.5507246,0.18115942
median,bioclim_cand[18],88,-1.0398297,0.63372093,0.15697674
median,bioclim_cand[18],89,-0.8189262,0.8787879,0.3030303
median,bioclim_cand[18],90,-1.2043829,0.6504065,0.07317073
median,bioclim_cand[18],91,-0.6620669,0.8153846,0.33846155
median,bioclim_cand[18],92,-0.92467535,0.70914125,0.1800554
